"","name","type","lon","lat","address","zip"
"317","Eschenbach","m",8.92332,47.2408601,"Rickenstrasse 12","8733"
"318","Estavayer-le-Lac","mm",6.8513418,46.847963,"Route de la Chapelle 24","1470"
"319","Etoy","m",6.4259736,46.4737122,"Route Suisse 26","1163"
"320","Etoy","mgls",6.4185074,46.474662,"Rte Noyer Girod 1","1163"
"321","Etoy (marché spécialisé)","fm",6.4181966,46.4745693,"Route de Noyer-Girod 3","1163"
"322","Etrembières (F)","mmm",6.2322629,46.1810413,"CC Shopping-Etrembières","74112"
"323","Ettingen","mm",7.5468089,47.4844491,"Therwilerstrasse 9","4107"
"324","Eyholz - Outlet","spez",7.9069943,46.2939983,"Alte Kantonsstrasse 7","3931"
"325","FL - Balzers","dmp",9.5121868,47.0752919,"Landstrasse 20","9496"
"326","FL - Ruggell","dmp",9.5235234,47.2403159,"Landstrasse 33","9491"
"327","Fahrwangen","m",8.2432889,47.2942089,"Hintergasse 12","5615"
"328","Fahrweid - Limmatbrücke","shell",8.4112031,47.4069007,"Uberlandstrasse","8951"
"329","Faido","m",8.7997979,46.4780639,"Via Pian della Croce","6760"
"330","Fehraltorf","m",8.755505,47.3866248,"Grundstrasse 4","8320"
"331","Fiesch","m",8.1355669,46.4040003,"Furkastrasse 46","3984"
"332","Fislisbach","m",8.2908926,47.4363454,"Badenerstrasse 7d","5442"
"333","Flamatt","m",7.3191353,46.8896931,"Bernstrasse 36","3175"
"334","Flamatt - Bernstrasse 50","mgls",7.323263,46.8899632,"Bernstrasse 50","3175"
"335","Flawil","mm",9.1863798,47.4130548,"Magdenauerstrasse 10","9230"
"336","Flawil","mig",9.1890751,47.4155516,"Bahnhofplatz 8","9230"
"337","Fleurier","mm",6.5805278,46.9020353,"Grand-Rue 27","2114"
"338","Forch","shell",8.6666553,47.3176005,"Forchstrasse","8127"
"339","Fornasette","pica",8.7995044,45.9923867,"Via Cantonale 128","6996"
"340","Frauenfeld - Bahnhofstrasse","mig",8.896282,47.5572448,"Bahnhofstrasse 76a","8500"
"341","Frauenfeld - Multiplex","m",8.9052823,47.565858,"Langfeldstrasse 53a","8500"
"342","Frauenfeld - Passage","mm",8.8963904,47.557151,"Bahnhofplatz 70-72","8500"
"343","Frauenfeld - Zeughausstrasse","m",8.900735,47.5597074,"Zürcherstrasse 227","8500"
"344","Frauenfeld - Zürcherstrasse 276","mgls",8.9055846,47.5620839,"Zürcherstrasse 276","8500"
"345","Frauenfeld - Zürcherstrasse 291","shell",8.9077074,47.5633973,"Zürcherstrasse 291","8500"
"346","Freienbach","shell",8.7642881,47.2040089,"Kantonsstrasse 149","8807"
"347","Frenkendorf","mig",7.7192242,47.5015382,"Güterstrasse 1","4402"
"348","Fribourg - Beauregard","m",7.1444374,46.8006068,"Chemin de Béthléem 7","1700"
"349","Fribourg - Pérolles","mm",7.152315,46.7997003,"Boulevard de Pérolles 21 A","1700"
"350","Fribourg - Schoenberg","m",7.1723464,46.8097786,"Chemin Cité-des-Jardins 13A","1700"
"351","Fribourg - St. Pierre M-Express","m",7.1543652,46.8034025,"Rue St-Pierre 2","1700"
"352","Fribourg AMAG","soca",7.1337955,46.7992026,"Route de Villars 108","1752"
"353","Fribourg Jura","soca",7.139124,46.8114955,"Route du Jura 73","1700"
"354","Fribourg Ste-Thérèse","mm",7.1490104,46.8101267,"Route de Sainte-Thérèse 2a","1700"
"355","Frick","m",8.0188978,47.5080226,"Hauptstrasse 44","5070"
"356","Frutigen","m",7.6483603,46.5856019,"Kanderstegstrasse 31","3714"
"357","Fully","m",7.1195505,46.136455,"Rue de Provence 4","1926"
"358","Fällanden","m",8.6409527,47.3739538,"Unterdorfstrasse 2","8117"
"359","Füllinsdorf","fm",7.7249788,47.5011982,"Hammerstrasse 5","4414"
"360","Füllinsdorf","mgls",7.7213368,47.5076558,"Rheinstrasse 46","4414"
"361","Füllinsdorf","soca",7.7226765,47.4993352,"Rheinstrasse 2","4414"
"362","Füllinsdorf - Schönthal","mm",7.7251059,47.502619,"Ergolzstrasse 2","4414"
"363","Gandria","pica",9.0059322,46.0073342,"Strada Cantonale","6978"
"364","Gd Saconnex - Le Pommier","m",6.1195597,46.2285152,"Rue Sonnex 20","1218"
"365","Gebenstorf","m",8.2443692,47.4900828,"Wambisterstrasse","5412"
"366","Gelterkinden","mm",7.8506659,47.4660758,"Badweg 2","4460"
"367","Genestrerio","pica",8.9661279,45.8550221,"Via Canova 7","6852"
"368","Genève - Balexert","mmm",6.1129757,46.2187738,"Avenue Louis-Casaï 27","1211"
"369","Genève - Balexert","mgls",6.1129989,46.2189827,"Av. Louis Casaï 27","1209"
"370","Genève - Champel","mm",6.152497,46.1907663,"Avenue de Champel 61","1206"
"371","Genève - Charmilles","mm",6.1231482,46.2082241,"Promenade de l'Europe 11","1203"
"372","Genève - Cointrin","soca",6.1078241,46.224419,"Avenue Louis-Casaï 73","1216"
"373","Genève - Cointrin Aéroport","m",6.1102265,46.2312856,"Route de l'Aéroport 25","1215"
"374","Genève - Cornavin Gare","m",6.1422156,46.2098132,"Place de Cornavin 3-7","1201"
"375","Genève - Eaux-Vives","mm",6.1585088,46.2039608,"Rue des Eaux-Vives 17-19","1207"
"376","Genève - Fusterie M-Express","m",6.1461998,46.2039287,"Place de la Fusterie 7","1204"
"377","Genève - Jonction","mm",6.1306224,46.2007896,"Boulevard Carl-Vogt 6","1205"
"378","Genève - Les Cygnes","mm",6.1449087,46.2113723,"Rue de Lausanne 18-20","1201"
"379","Genève - Navigation","mm",6.14974,46.212579,"Rue des Paquis 41","1201"
"380","Genève - Plainpalais","mm",6.1435018,46.1931467,"Rue de Carouge 64","1205"
"381","Genève - Rieu","mm",6.1639476,46.1919217,"Route de Florissant 86","1206"
"382","Genève - Servette","mm",6.1296584,46.2134099,"Rue de la Servette 93","1202"
"383","Genève - Tourelle","m",6.1258169,46.2243865,"Chemin de la Tourelle 2-4","1209"
"384","Genève - Vidollet","m",6.1391683,46.2162367,"Rue du Vidollet 5","1202"
"385","Genève - Villereuse","mm",6.1588299,46.2007706,"Rue de la Terrassière 29","1207"
"386","Genève Montbrillant","shell",6.1404602,46.2198335,"Rue de Montbrillant 67","1207"
"387","Gerlafingen","m",7.5740858,47.1710372,"Friedhofstrasse 1","4563"
"388","Giubiasco - Alle Bolle","m",9.0136059,46.178211,"Via Bellinzona 33","6512"
"389","Givisiez","mgls",7.1370774,46.8119849,"Impasse de la Colline 2","1762"
"390","Gland","m",6.2756695,46.4170516,"Rue de Mauverney 22","1196"
"391","Gland","mgls",6.2724682,46.4149466,"Avenue du Mont-Blanc 34","1196"
"392","Glarus","mig",9.0714747,47.0399224,"Bahnhofplatz 2","8750"
"393","Glarus - Zentrum Glärnisch","mm",9.0708899,47.0406732,"Schweizerhofstrasse 6","8750"
"394","Glattbrugg","m",8.567435,47.4340313,"Wallisellerstrasse 8","8152"
"395","Glattbrugg","soca",8.5590956,47.4289402,"Schaffhauserstrasse 40","8152"
"396","Glattbrugg","mig",8.5595076,47.4308194,"Europastrasse 3","8152"
"397","Glis - Simplon","mmm",7.9695103,46.3089074,"Kantonsstrasse 58","3902"
"398","Goldach","m",9.4677839,47.474811,"Ulrich-Rösch-Strasse 5","9403"
"399","Goldach - Bahnhofplatz","mig",9.4678557,47.47391,"Bahnhofplatz 1","9403"
"400","Goldach - St.Gallerstr.","mgls",9.4754725,47.4787605,"St. Gallerstrasse 34","9403"
"401","Goldau","m",8.5509906,47.0510085,"Parkstrasse 25","6410"
"402","Gossau","mm",9.2563798,47.4175531,"St. Gallerstrasse 115","9200"
"403","Gossau","mig",9.2530635,47.4119054,"Bahnhofplatz 2","9200"
"404","Gossau - Stadtbühlpark","m",9.2504373,47.4119695,"Stadtbühlstrasse 12","9200"
"405","Gossau - Wilerstrasse","mgls",9.2343749,47.4194624,"Wilerstrasse 90","9200"
"406","Gossau Outlet","spez",9.2811214,47.4089206,"Industriestrasse 135","9201"
"407","Gossau ZH","m",8.7558044,47.3065422,"Im Zentrum 3","8625"
"408","Grabs","dmp",9.4421965,47.1872693,"Staatsstrasse 89","9472"
"409","Gradelle","m",6.1812063,46.2054501,"Chemin de la Gradelle 10","1224"
"410","Grancia","m",8.9263036,45.9712181,"Parco Commerciale Grancia","6916"
"411","Grancia Do it + Garden","fm",8.928254,45.975298,"Via alla Roggia 1","6926"
"412","Grand-Lancy - Palettes","mm",6.1223706,46.1749719,"Av. des Communes-Réunies 52","1212"
"413","Granges - Paccot","m",7.1489877,46.8289721,"Route d'Englisberg 15b","1763"
"414","Granges-Paccot","shell",7.1516595,46.8219444,"Route de Morat 130","1763"
"415","Granges-Paccot - Centre","mm",7.1539379,46.8209959,"route d'Agy 2","1763"
"416","Greifensee","m",8.6796218,47.3678007,"Meierwis","8606"
"417","Grenchen","mm",7.3992644,47.1897743,"Freiestrasse 10","2540"
"418","Grenchen","soca",7.4055558,47.193743,"Solothurnerstrasse 116","2540"
"419","Grenchen Nord","mig",7.3895251,47.1915246,"Nordbahnhofstrasse 43","2540"
"420","Grenchen Outlet","spez",7.4057556,47.1905949,"Maienstrasse 6","2540"
"421","Gränichen","m",8.0979932,47.3598479,"Lindenplatz 2","5722"
"422","Gstaad","mm",7.2825683,46.4782457,"Untergstaadstrasse 3","3780"
"423","Gümligen","m",7.5042952,46.93282,"Turbenweg 1","3073"
"424","Hasle Rüegsau","m",7.6595141,47.0134658,"Emmenau 3","3415"
"425","Haute-Nendaz","m",7.2918787,46.182229,"Lake Placid, rte des Ecluses 23","1997"
"426","Hauterive","shell",6.9730279,47.0100802,"Rte des Rouges-Terres 22-24","2068"
"427","Heiden","m",9.5361583,47.4389521,"Sonnentalstrasse 2","9410"
"428","Hergiswil NW","m",8.311525,46.9845047,"Seestrasse 15","6052"
"429","Herisau - Alpsteinstrasse","m",9.2788104,47.3787332,"Alpsteinstrasse 8b","9100"
"430","Herrlisberg","soca",8.6615398,47.2196201,"Herrlisberg Süd / A3","8820"
"431","Herzogenbuchsee","mm",7.7038612,47.1866422,"Bernstrasse 33","3360"
"432","Hilterfingen","m",7.6586756,46.7353444,"Staatsstrasse 16b","3652"
"433","Hinterkappelen (Provisorium)","m",7.3793063,46.965837,"Kappelenring 11c","3032"
"434","Hinwil","m",8.8446093,47.3003215,"Bachtelstrasse 12","8340"
"435","Hinwil","mig",8.8398702,47.3002442,"Bahnhofplatz","8340"
"436","Hittnau","m",8.8254402,47.3631688,"Jakob Stutz-Strasse 75","8335"
"437","Hitzkirch","m",8.2523733,47.222088,"Richensee 2","6285"
"438","Hochdorf - Seetal-Center","mm",8.2913828,47.1660917,"Hauptstrasse 5","6280"
"439","Hombrechtikon","m",8.7694304,47.2517184,"Rütistrasse 16","8634"
"440","Horgen","mig",8.5898941,47.2587337,"Oberdorfstrasse 50","8810"
"441","Horgen - Schinzenhof","mm",8.5970064,47.2601197,"Alte Landstrasse 24","8810"
"442","Horw","m",8.309017,47.0189983,"Gemeindehausplatz 14+15","6048"
"443","Hunzenschwil","shell",8.1142192,47.386801,"Hauptstrasse 43","5502"
"444","Huttwil","mm",7.8401887,47.1137122,"Bernstrasse 6","4950"
"445","Huttwil","mig",7.8426014,47.1144215,"Bahnhof","4950"
"446","Hägendorf Outlet","spez",7.8315137,47.3286815,"Industriestrasse West 10/40","4614"
"447","Hünibach","m",7.6454474,46.7451794,"Staatsstrasse 134","3626"
"448","Ibach","mgls",8.6463388,47.015464,"Mythen Center","6438"
"449","Ibach-Schwyz - Mythen-Center","mmm",8.646828,47.0155758,"Mythen-Centerstr. 18","6438"
"450","Ilanz - Center Marcau","mm",9.2075797,46.7745715,"Poststrasse 4","7130"
"451","Interlaken","mm",7.8521379,46.6815587,"Rugenparkstrasse 1","3800"
"452","Interlaken","mig",7.852176,46.6831647,"Bahnhofstrasse 37","3800"
"453","Interlaken Lindenalle","mgls",7.8767761,46.6884398,"Lindenallee 98","3800"
"454","Ipsach","m",7.2353249,47.1156818,"Dorfstrasse 1","2563"
"455","Ittigen","mm",7.4852772,46.9742162,"Talweg 6","3063"
"456","Ittigen - Grauholz","soca",7.4778766,46.9897356,"Grauholz-Süd A1","3063"
"457","Jona","soca",8.8438587,47.2296039,"St.Gallerstrasse 84","8645"
"458","Jona - Stadttor","m",8.8373964,47.2314638,"Molkereistrasse 5","8645"
"459","Kaiseraugst","m",7.7299681,47.5349579,"Liebrütistrasse 39","4303"
"460","Kaltbrunn","dmp",9.0242575,47.2132724,"Uznacherstrasse 1","8722"
"461","Kerzers","m",7.1939798,46.9737039,"Murtenstrasse 15","3210"
"462","Kirchberg","mm",7.5808322,47.0889777,"Solothurnstrasse 17","3422"
"463","Kirchberg","shell",9.0564532,47.4390646,"Wilerstrasse 208","9533"
"464","Kirchberg-Stelz","m",9.0568321,47.4388794,"Wilerstrasse 204","9533"
"465","Kloten","mm",8.5820728,47.4505444,"Kirchgasse 5","8302"
"466","Kollbrunn","m",8.7707847,47.4578401,"Tösstalstrasse 24","8483"
"467","Konolfingen","m",7.6212211,46.8754023,"Thunstrasse 21","3510"
"468","Kreuzlingen","m",9.1756501,47.6481842,"Hauptstrasse 63","8280"
"469","Kreuzlingen","mgls",9.2005749,47.6398924,"Romanshornerstr. 111","8280"
"470","Kreuzlingen","soca",9.1649149,47.654965,"Konstanzerstrasse 28","8280"
"471","Kreuzlingen - Seepark","mm",9.1960063,47.6418058,"Bleichestrasse 15","8280"
"472","Kriens","shell",8.2993812,47.0265464,"Mattenhof","6010"
"473","Kriens","mgls",8.2649154,47.0342359,"Obernauerstrasse 47","6010"
"474","Kriens - Hofmatt","mm",8.2826319,47.0338371,"Luzernerstrasse 30","6010"
"475","Kriens - Mattenhof","m",8.30067,47.0267443,"Am Mattenhof 2","6010"
"476","Kölliken","mig",8.0302701,47.3298578,"Autobahnraststätte Kölliken Nord","5742"
"477","Köniz - Bläuacker","mm",7.414453,46.9235082,"Bläuacker 10","3098"
"478","Küsnacht Berg","soca",8.5800114,47.3168924,"Seestrasse 139","8700"
"479","Küsnacht ZH","m",8.5821107,47.3185861,"Zürichstrasse 149","8700"
"480","Küssnacht - Rigimärt","mm",8.4412034,47.0836743,"Siegwartstrasse 11","6403"
"481","La Chaux-de-Fonds - Métropole Centre","mmm",6.8273056,47.1000474,"Rue Daniel-Jeanrichard 23","2300"
"482","La Chaux-de-Fonds Les Eplatures","mm",6.8035521,47.0902073,"Charles Naine 44","2300"
"483","La Neuveville","m",7.0886002,47.0618892,"Chemin des Vergers 20","2520"
"484","La Roche","m",7.1419287,46.6980151,"Haut de Scherwil 2","1634"
"485","La Tour de Trême","mm",7.0758334,46.6004826,"Route de Pra-Riond 2","1635"
"486","La Tour-de-Peilz","m",6.8579143,46.4525336,"Place des Anciens-Fossés 10B","1814"
"487","La Tour-de-Trême","mgls",7.0751656,46.6007953,"Rte de Pra-Riond 4","1635"
"488","La Vallée","m",6.2305712,46.6058382,"Rue de la Gare 7","1347"
"489","Lachen","mm",8.8549009,47.1917747,"Feldstrasse 6","8853"
"490","Lancy-Onex","mm",6.1100997,46.1885214,"Rue des Bossons 78-80","1213"
"491","Landquart","mm",9.561865,46.9677876,"Bahnhofstrasse 54","7302"
"492","Landquart","shell",9.5920821,46.9703193,"Prättigauerstrasse","7302"
"493","Langendorf - Ladedorf","mmm",7.5113259,47.2184063,"Fabrikstrasse 6","4513"
"494","Langenthal","mm",7.785519,47.2131308,"Wiesenstrasse 28","4900"
"495","Langenthal - MParc","fm",7.7880675,47.2193025,"Murgenthalstrasse 17","4900"
"496","Langnau a. A.","m",8.5376553,47.2911414,"Hintere Grundstrasse 2","8135"
"497","Langnau i.E.","mm",7.787702,46.9398058,"Schlossstrasse 1a","3550"
"498","Laufen - Birscenter","mm",7.5018211,47.419968,"Bahnhofstrasse 4","4242"
"499","Lausanne","soca",6.605965,46.517094,"Av. des Figuires 32","1007"
"500","Lausanne - Bellevaux","m",6.6333517,46.5376065,"Route Aloys-Fauquez 97","1018"
"501","Lausanne - Bergières","mm",6.618466,46.5314548,"Avenue des Bergières 50","1004"
"502","Lausanne - Chailly","mm",6.6515176,46.5273163,"Avenue de la Vallonnette 2","1012"
"503","Lausanne - Closelet","mm",6.6327124,46.5148689,"Avenue d'Ouchy 11","1006"
"504","Lausanne - Cour","m",6.6176221,46.5157505,"Avenue de Cour 36","1007"
"505","Lausanne - La Borde","m",6.6346501,46.5256689,"Rue de la Borde 3B","1018"
"506","Lausanne - La Harpe","m",6.62609,46.5124378,"Avenue de la Harpe 17","1007"
"507","Lausanne - La Maladière","shell",6.6073333,46.5170701,"Av. des Figuiers 22","1007"
"508","Lausanne - La Sallaz","m",6.6467899,46.5333108,"Route de Berne 1","1010"
"509","Lausanne - Maupas","dmp",6.6230282,46.5253972,"Rue du Maupas 69","1004"
"510","Lausanne - Montbenon","shell",6.6258276,46.5195069,"Chemin de Mornex 36","1003"
"511","Lausanne - Métropole","mmm",6.6269854,46.5227583,"Rue des Terreaux 25","1003"
"512","Lausanne - Ouchy","m",6.624761,46.5080922,"Avenue de Rhodanie 2","1007"
"513","Lausanne - Pontaise","m",6.6283222,46.5304639,"Avenue Jomini 11","1018"
"514","Lausanne - Saint-Paul","m",6.615942,46.5277032,"Avenue d'Echallens 63","1004"
"515","Lausanne - Sévelin","m",6.6166202,46.5216627,"Av. de Sévelin 2 Ab","1007"
"516","Lausanne - Valmont","shell",6.655375,46.5354753,"Route d'Oron 37","1010"
"517","Lavaux","dmp",6.7105858,46.5051209,"Restoroute de Lavaux","1091"
"518","Le Bouveret","m",6.8606288,46.3773421,"En Bellossy","1897"
"519","Le Châble","dmp",7.2140344,46.080919,"Route de Verbier 15","1934"
"520","Le Landeron","m",7.0607499,47.0563834,"Route de Neuchâtel 40","2525"
"521","Le Lignon","m",6.0963765,46.2034469,"Place du Lignon 29 A","1219"
"522","Le Lignon","shell",6.1094413,46.2064893,"Avenue de l'Ain 5","1219"
"523","Le Locle","mm",6.7477529,47.0561079,"Rue Bournot 35","2400"
"524","Le Locle","soca",6.7606997,47.0637861,"Rue Girardet 27","2400"
"525","Lenzburg","mm",8.1768398,47.3870206,"Bachstrasse 15","5600"
"526","Lenzburg - Bahnhof","mig",8.1703375,47.3911132,"Bahnhofstrasse 50","5600"
"527","Leuk","dmp",7.6342235,46.3166844,"Konsumgenossenschaft","3953"
"528","Leukerbad","m",7.6252028,46.377942,"Kantonstrasse","3954"
"529","Leysin","dmp",7.0155421,46.3452121,"Route de la Cité 16","1854"
"530","Leytron","dmp",7.2085967,46.1872356,"Giro Union","1912"
"531","Liestal","mm",7.7359876,47.4825911,"Kasernenstrasse 8","4410"
"532","Liestal","mig",7.731261,47.4851282,"Bahnhofplatz 11","4410"
"533","Ligornetto","pica",8.9436371,45.8646321,"Via Cantinetta","6853"
"534","Littau Outlet","spez",8.2601648,47.0497563,"Fanghöfli 14","6014"
"535","Locarno","soca",8.7897896,46.1670338,"Via R.Simen 7","6600"
"536","Locarno - Mercato","mm",8.7957267,46.1656809,"Via Stefano Franscini 31","6600"
"537","Locarno - Solduno","m",8.7824201,46.1684941,"Via A. Franzoni 43","6604"
"538","Lostorf","m",7.9478151,47.3831117,"Hauptstrasse 20","4654"
"539","Lugano - Cassarate-Lago","mm",8.9624192,46.0063387,"Viale Castagnola","6900"
"540","Lugano - Città","mmm",8.9517478,46.0070314,"Via Pretorio 15","6900"
"541","Lugano - Molino Nuovo","m",8.9586482,46.0183828,"Via Monte Boglia 5","6900"
"542","Lugano - Paradiso","m",8.9457919,45.9909707,"Via Geretta","6902"
"543","Lugano - Via Trevano","pica",8.956658,46.0184296,"Via Trevano 69","6900"
"544","Lugano-Viganello","pica",8.9634004,46.0106009,"Via al Lido 11","6962"
"545","Lupfig","m",8.2085453,47.4401518,"Flachsacherstrasse 17","5242"
"546","Luzern - Allmend","m",8.3049546,47.0315989,"Zihlmattweg 46","6005"
"547","Luzern - Bahnhof","m",8.3103365,47.0501738,"Zentralstrasse 1","6003"
"548","Luzern - Bahnhof Daily","m",8.3097035,47.0497659,"Zentralstrasse 7","6003"
"549","Luzern - Bruchstrasse","m",8.2990717,47.0506538,"Bruchstrasse 18","6003"
"550","Luzern - Grossmatte","m",8.2633687,47.0494761,"Luzernerstrasse 143","6014"
"551","Luzern - Schlossberg","m",8.3078218,47.0611806,"Friedentalstrasse 6","6004"
"552","Luzern - Schweizerhof","mm",8.3096768,47.054745,"Hertensteinstrasse 9","6004"
"553","Luzern - Schönbühl","mm",8.328723,47.0371053,"Langensandstr. 23","6005"
"554","Luzern - Tribschenstrasse","m",8.3176989,47.0420658,"Tribschenstrasse 66","6005"
"555","Luzern - Waldstätter","m",8.3071716,47.0462259,"Winkelriedstrasse 58","6003"
"556","Luzern - Wesemlin","dmp",8.3168607,47.0624023,"Mettenwylstrasse 16","6006"
"557","Luzern - Würzenbach","m",8.3402123,47.0544761,"Kreuzbuchstrasse 53","6006"
"558","Lyss Lyssbachpark","mm",7.3032619,47.0794603,"Steinweg 28","3250"
"559","M Boudry","m",6.8405634,46.9505063,"Avenue du Collège 37","2017"
"560","M-Express Bulle","m",7.05392,46.6192389,"Place de la Gare","1630"
"561","M-Express Fribourg Gare","m",7.1500941,46.8033304,"Rue Louis-d'Affry 2","1701"
"562","M-Express Pont-Rouge","m",6.1274789,46.1872348,"Esplanade de Pont-Rouge 2","1212"
"563","MP Aigle","dmp",6.9670583,46.3170714,"Rue du Rhone 7","1860"
"564","MP La Sarraz","dmp",6.5094894,46.6539794,"Chemin des Prés-Morés 2","1315"
"565","Maggia","m",8.7058678,46.2455272,"Via Cantonale","6673"
"566","Malters","m",8.1793523,47.0378576,"Weihermatte 7a/7b","6102"
"567","Manno","mgls",8.922815,46.032538,"Strada Cantonale 25","6928"
"568","Marin","mgls",7.0109105,47.0123055,"Route des Perveuils 2","2074"
"569","Marin-Centre","mmm",7.0079209,47.0116002,"Rue Fleur-de-Lys 26","2074"
"570","Marly - Centre","mm",7.1612389,46.7761541,"Route des Pralettes 1","1723"
"571","Martigny","mgls",7.0858975,46.1057968,"Rue des Avouillons 3","1920"
"572","Martigny","mig",7.078928,46.1058182,"Avenue de la gare 53","1920"
"573","Martigny - Manoir","mmm",7.0718577,46.1017023,"Rue du Manoir 1","1920"
"574","Martigny Finettes","m",7.0869748,46.1054118,"Rue des Avouillons 1","1920"
"575","Martigny Quartz Center","fm",7.0765592,46.1117763,"Avenue de Fully 63","1920"
"576","Massagno - Radio","m",8.9390275,46.0097658,"Via Besso 74","6900"
"577","Matten","m",7.8681811,46.6734205,"Aegertiweg 33","3812"
"578","Matzingen","m",8.9221349,47.5268556,"Frauenfelderstrasse 95","9548"
"579","Meggen","mgls",8.3896806,47.0547158,"Gotthardstrasse 45","6045"
"580","Meilen","mm",8.6454362,47.2683937,"Rosengartenstrasse 10","8706"
"581","Meiringen","mm",8.1847964,46.7282562,"Bahnhofstrasse 1","3860"
"582","Melano","m",8.9853335,45.9194213,"Via Cantonale","6818"
"583","Melano","pica",8.9741886,45.9314831,"Via Cantonale 10","6818"
"584","Mellingen","m",8.2668681,47.4130888,"Lenzburgerstrasse 50","5507"
"585","Mels - Pizolpark","mmm",9.4313323,47.0420585,"Einkaufszentrum","8879"
"586","Mendrisio","m",8.9859445,45.8703698,"Via L. Lavizzari 2, Piazza alla Valle","6850"
"587","Mendrisio - Via Franscini","pica",8.9774245,45.8675627,"Via Franscini 2","6850"
"588","Mendrisio Sud","m",8.9713351,45.859934,"Via Campagna Adorna","6850"
"589","Mendrisio-Via Berna","pica",8.9766616,45.8660796,"Via Bernasconi 31","6850"
"590","Mendrisio-Via Zorzi","pica",8.9787787,45.8731313,"Via Zorzi 4","6850"
"591","Menziken","m",8.1865863,47.2416,"Sagiweg 8","5737"
"592","Meyrin","mm",6.0826195,46.2319199,"Avenue de Feuillasse 24","1217"
"593","Meyrin","shell",6.0783775,46.2273525,"Rte de Meyrin 248","1217"
"594","Meyrin","soca",6.0547036,46.2340918,"Rte de Meyrin 372","1217"
"595","Mies","shell",6.1671648,46.2961134,"Route Suisse 3","1295"
"596","Migrol Brig","mgls",7.9663489,46.307879,"Weidenweg 272","3902"
"597","Migrol Muttenz","mgls",7.6558199,47.5269738,"Prattelerstrasse 57","4132"
"598","Migrol Sulgen","mig",9.1887701,47.5321652,"Kradolfstrasse 56","8583"
"599","Minusio - Centro Borenco","m",8.8113912,46.1753162,"Via S.Gottardo 56","6648"
"600","Montagny","mm",6.6213952,46.7879937,"En Chamard","1442"
"601","Montagny","mgls",6.6206996,46.788334,"En Chamard 16","1442"
"602","Monte Carasso","shell",9.0014795,46.1817174,"Autostrada Sud","6513"
"603","Monthey - M Central","mmm",6.9522265,46.2535582,"Avenue de la Gare 36","1870"
"604","Montreux","mm",6.9100946,46.4324309,"Place du Marché 6","1820"
"605","Montreux","soca",6.9053644,46.4394305,"Avenue Claude Nobs 6","1820"
"606","Montreux","mig",6.9103016,46.4358712,"Avenue des Alpes 74","1820"
"607","Morbio Inferiore - Serfontana","mmm",9.0163329,45.8455024,"Viale Serfontana","6836"
"608","Morges","mm",6.4948939,46.509724,"Rue de la gare 19","1110"
"609","Morges","mgls",6.512351,46.5175234,"Route de Lausanne 73","1110"
"610","Moudon","mm",6.8005522,46.6695393,"Avenue de Préville","1510"
"611","Moutier","mm",7.3699663,47.2766759,"Rue de l'Ecluse 1","2740"
"612","Moutier","mig",7.3806655,47.2820245,"Av. de la gare","2740"
"613","Murgenthal","m",7.8289909,47.2649304,"Fahrackerstrasse 1","4853"
"614","Muri AG","mm",8.3419017,47.2720346,"Kirchfeldstrasse 8","5630"
"615","Muri bei Bern - Bike World","spez",7.503635,46.9261433,"Feldstrasse 30","3073"
"616","Murten/Morat","mm",7.1227066,46.9300105,"Bernstrasse 18","3280"
"617","Muttenz","soca",7.6384758,47.530439,"St.Jakobstrasse 75","4132"
"618","Muttenz - Lutzert","m",7.6333891,47.5338563,"Lutzertstrasse 40","4132"
"619","Muttenz - Rothausstrasse","mm",7.6556813,47.5263912,"Rothausstrasse 17","4132"
"620","Männedorf","m",8.6959795,47.2529296,"Alte Landstrasse 262","8708"
"621","Mézières","dmp",6.7698099,46.5963744,"Route de la Croix d'Or 2","1083"
"622","Möhlin","m",7.8469474,47.5563791,"Hauptstrasse 91","4313"
"623","Müllheim","m",9.0003577,47.6001921,"Thurstrasse 3","8555"
"624","Münchenbuchsee - Tanne","m",7.4511193,47.0199113,"Bernstrasse 14","3053"
"625","Münchenstein","soca",7.6038428,47.5258887,"Bruderholzstrasse 43","4142"
"626","Münchenstein - Gartenstadt","mm",7.6069894,47.5215941,"Kaspar Pfeiffer-Strasse 2","4142"
"627","Münchwilen","m",8.9982661,47.4777001,"Wilerstrasse 5","9542"
"628","Münsingen","mm",7.5601405,46.8731986,"Bahnhofplatz 5","3110"
"629","Naters","m",7.9901216,46.3252623,"Kelchbachstrasse 16","3904"
"630","Netstal","soca",9.0540578,47.0621105,"Landstrasse","8754"
"631","Neuchâtel - Cadolles","m",6.9247704,46.9982008,"Rue du Plan 28","2000"
"632","Neuchâtel - Hôpital","mm",6.929815,46.991987,"Rue de l'Hôpital 12","2000"
"633","Neuchâtel - Portes-Rouges","m",6.9553682,47.0040433,"Avenue des Portes-Rouges 46","2000"
"634","Neuenhof","m",8.3275251,47.4501589,"Zürcherstrasse 113","5432"
"635","Neuenkirch","dmp",8.2050715,47.0981822,"Luzernstrasse 16","6206"
"636","Neuhausen","m",8.6178833,47.6810724,"Wildenstrasse 8","8212"
"637","Neuhausen am Rheinfall","shell",8.6214126,47.6858485,"Schaffhauserstrasse 38","8212"
"638","Neunkirch","m",8.5045443,47.6903787,"Löhningerstrasse 4","8213"
