"","name","type","lon","lat","address","zip"
"321","Genève - Navigation","mm",6.14974,46.212579,"Rue des Paquis 41","1201"
"322","Genève - Plainpalais","mm",6.1435018,46.1931467,"Rue de Carouge 64","1205"
"323","Genève - Rieu","mm",6.1639476,46.1919217,"Route de Florissant 86","1206"
"324","Genève - Servette","mm",6.1296584,46.2134099,"Rue de la Servette 93","1202"
"325","Genève - Tourelle","m",6.1258169,46.2243865,"Chemin de la Tourelle 2-4","1209"
"326","Genève - Vidollet","m",6.1391683,46.2162367,"Rue du Vidollet 5","1202"
"327","Genève - Villereuse","mm",6.1588299,46.2007706,"Rue de la Terrassière 29","1207"
"328","Genève Montbrillant","shell",6.1404602,46.2198335,"Rue de Montbrillant 67","1207"
"329","Gerlafingen","m",7.5740858,47.1710372,"Friedhofstrasse 1","4563"
"330","Giubiasco - Alle Bolle","m",9.0136059,46.178211,"Via Bellinzona 33","6512"
"331","Givisiez","mgls",7.1370774,46.8119849,"Impasse de la Colline 2","1762"
"332","Gland","m",6.2756695,46.4170516,"Rue de Mauverney 22","1196"
"333","Gland","mgls",6.2724682,46.4149466,"Avenue du Mont-Blanc 34","1196"
"334","Glarus","mig",9.0714747,47.0399224,"Bahnhofplatz 2","8750"
"335","Glarus - Zentrum Glärnisch","mm",9.0708899,47.0406732,"Schweizerhofstrasse 6","8750"
"336","Glattbrugg","m",8.567435,47.4340313,"Wallisellerstrasse 8","8152"
"337","Glattbrugg","soca",8.5590956,47.4289402,"Schaffhauserstrasse 40","8152"
"338","Glattbrugg","mig",8.5595076,47.4308194,"Europastrasse 3","8152"
"339","Glis - Simplon","mmm",7.9695103,46.3089074,"Kantonsstrasse 58","3902"
"340","Goldach","m",9.4677839,47.474811,"Ulrich-Rösch-Strasse 5","9403"
"341","Goldach - Bahnhofplatz","mig",9.4678557,47.47391,"Bahnhofplatz 1","9403"
"342","Goldach - St.Gallerstr.","mgls",9.4754725,47.4787605,"St. Gallerstrasse 34","9403"
"343","Goldau","m",8.5509906,47.0510085,"Parkstrasse 25","6410"
"344","Gossau","mm",9.2563798,47.4175531,"St. Gallerstrasse 115","9200"
"345","Gossau","mig",9.2530635,47.4119054,"Bahnhofplatz 2","9200"
"346","Gossau - Stadtbühlpark","m",9.2504373,47.4119695,"Stadtbühlstrasse 12","9200"
"347","Gossau - Wilerstrasse","mgls",9.2343749,47.4194624,"Wilerstrasse 90","9200"
"348","Gossau ZH","m",8.7558044,47.3065422,"Im Zentrum 3","8625"
"349","Gradelle","m",6.1812063,46.2054501,"Chemin de la Gradelle 10","1224"
"350","Grancia","m",8.9263036,45.9712181,"Parco Commerciale Grancia","6916"
"351","Grand-Lancy - Palettes","mm",6.1223706,46.1749719,"Av. des Communes-Réunies 52","1212"
"352","Granges - Paccot","m",7.1489877,46.8289721,"Route d'Englisberg 15b","1763"
"353","Granges-Paccot","shell",7.1516595,46.8219444,"Route de Morat 130","1763"
"354","Granges-Paccot - Centre","mm",7.1539379,46.8209959,"route d'Agy 2","1763"
"355","Greifensee","m",8.6796218,47.3678007,"Meierwis","8606"
"356","Grenchen","mm",7.3992644,47.1897743,"Freiestrasse 10","2540"
"357","Grenchen","soca",7.4055558,47.193743,"Solothurnerstrasse 116","2540"
"358","Grenchen Nord","mig",7.3895251,47.1915246,"Nordbahnhofstrasse 43","2540"
"359","Gränichen","m",8.0979932,47.3598479,"Lindenplatz 2","5722"
"360","Gstaad","mm",7.2825683,46.4782457,"Untergstaadstrasse 3","3780"
"361","Gümligen","m",7.5042952,46.93282,"Turbenweg 1","3073"
"362","Hasle Rüegsau","m",7.6595141,47.0134658,"Emmenau 3","3415"
"363","Haute-Nendaz","m",7.2918787,46.182229,"Lake Placid, rte des Ecluses 23","1997"
"364","Hauterive","shell",6.9730279,47.0100802,"Rte des Rouges-Terres 22-24","2068"
"365","Heiden","m",9.5361583,47.4389521,"Sonnentalstrasse 2","9410"
"366","Hergiswil NW","m",8.311525,46.9845047,"Seestrasse 15","6052"
"367","Herisau - Alpsteinstrasse","m",9.2788104,47.3787332,"Alpsteinstrasse 8b","9100"
"368","Herrlisberg","soca",8.6615398,47.2196201,"Herrlisberg Süd / A3","8820"
"369","Herzogenbuchsee","mm",7.7038612,47.1866422,"Bernstrasse 33","3360"
"370","Hilterfingen","m",7.6586756,46.7353444,"Staatsstrasse 16b","3652"
"371","Hinterkappelen (Provisorium)","m",7.3793063,46.965837,"Kappelenring 11c","3032"
"372","Hinwil","m",8.8446093,47.3003215,"Bachtelstrasse 12","8340"
"373","Hinwil","mig",8.8398702,47.3002442,"Bahnhofplatz","8340"
"374","Hittnau","m",8.8254402,47.3631688,"Jakob Stutz-Strasse 75","8335"
"375","Hitzkirch","m",8.2523733,47.222088,"Richensee 2","6285"
"376","Hochdorf - Seetal-Center","mm",8.2913828,47.1660917,"Hauptstrasse 5","6280"
"377","Hombrechtikon","m",8.7694304,47.2517184,"Rütistrasse 16","8634"
"378","Horgen","mig",8.5898941,47.2587337,"Oberdorfstrasse 50","8810"
"379","Horgen - Schinzenhof","mm",8.5970064,47.2601197,"Alte Landstrasse 24","8810"
"380","Horw","m",8.309017,47.0189983,"Gemeindehausplatz 14+15","6048"
"381","Hunzenschwil","shell",8.1142192,47.386801,"Hauptstrasse 43","5502"
"382","Huttwil","mm",7.8401887,47.1137122,"Bernstrasse 6","4950"
"383","Huttwil","mig",7.8426014,47.1144215,"Bahnhof","4950"
"384","Hünibach","m",7.6454474,46.7451794,"Staatsstrasse 134","3626"
"385","Ibach","mgls",8.6463388,47.015464,"Mythen Center","6438"
"386","Ibach-Schwyz - Mythen-Center","mmm",8.646828,47.0155758,"Mythen-Centerstr. 18","6438"
"387","Ilanz - Center Marcau","mm",9.2075797,46.7745715,"Poststrasse 4","7130"
"388","Interlaken","mm",7.8521379,46.6815587,"Rugenparkstrasse 1","3800"
"389","Interlaken","mig",7.852176,46.6831647,"Bahnhofstrasse 37","3800"
"390","Interlaken Lindenalle","mgls",7.8767761,46.6884398,"Lindenallee 98","3800"
"391","Ipsach","m",7.2353249,47.1156818,"Dorfstrasse 1","2563"
"392","Ittigen","mm",7.4852772,46.9742162,"Talweg 6","3063"
"393","Ittigen - Grauholz","soca",7.4778766,46.9897356,"Grauholz-Süd A1","3063"
"394","Jona","soca",8.8438587,47.2296039,"St.Gallerstrasse 84","8645"
"395","Jona - Stadttor","m",8.8373964,47.2314638,"Molkereistrasse 5","8645"
"396","Kaiseraugst","m",7.7299681,47.5349579,"Liebrütistrasse 39","4303"
"397","Kerzers","m",7.1939798,46.9737039,"Murtenstrasse 15","3210"
"398","Kirchberg","mm",7.5808322,47.0889777,"Solothurnstrasse 17","3422"
"399","Kirchberg","shell",9.0564532,47.4390646,"Wilerstrasse 208","9533"
"400","Kirchberg-Stelz","m",9.0568321,47.4388794,"Wilerstrasse 204","9533"
"401","Kloten","mm",8.5820728,47.4505444,"Kirchgasse 5","8302"
"402","Kollbrunn","m",8.7707847,47.4578401,"Tösstalstrasse 24","8483"
"403","Konolfingen","m",7.6212211,46.8754023,"Thunstrasse 21","3510"
"404","Kreuzlingen","m",9.1756501,47.6481842,"Hauptstrasse 63","8280"
"405","Kreuzlingen","mgls",9.2005749,47.6398924,"Romanshornerstr. 111","8280"
"406","Kreuzlingen","soca",9.1649149,47.654965,"Konstanzerstrasse 28","8280"
"407","Kreuzlingen - Seepark","mm",9.1960063,47.6418058,"Bleichestrasse 15","8280"
"408","Kriens","shell",8.2993812,47.0265464,"Mattenhof","6010"
"409","Kriens","mgls",8.2649154,47.0342359,"Obernauerstrasse 47","6010"
"410","Kriens - Hofmatt","mm",8.2826319,47.0338371,"Luzernerstrasse 30","6010"
"411","Kriens - Mattenhof","m",8.30067,47.0267443,"Am Mattenhof 2","6010"
"412","Kölliken","mig",8.0302701,47.3298578,"Autobahnraststätte Kölliken Nord","5742"
"413","Köniz - Bläuacker","mm",7.414453,46.9235082,"Bläuacker 10","3098"
"414","Küsnacht Berg","soca",8.5800114,47.3168924,"Seestrasse 139","8700"
"415","Küsnacht ZH","m",8.5821107,47.3185861,"Zürichstrasse 149","8700"
"416","Küssnacht - Rigimärt","mm",8.4412034,47.0836743,"Siegwartstrasse 11","6403"
"417","La Chaux-de-Fonds - Métropole Centre","mmm",6.8273056,47.1000474,"Rue Daniel-Jeanrichard 23","2300"
"418","La Chaux-de-Fonds Les Eplatures","mm",6.8035521,47.0902073,"Charles Naine 44","2300"
"419","La Neuveville","m",7.0886002,47.0618892,"Chemin des Vergers 20","2520"
"420","La Roche","m",7.1419287,46.6980151,"Haut de Scherwil 2","1634"
"421","La Tour de Trême","mm",7.0758334,46.6004826,"Route de Pra-Riond 2","1635"
"422","La Tour-de-Peilz","m",6.8579143,46.4525336,"Place des Anciens-Fossés 10B","1814"
"423","La Tour-de-Trême","mgls",7.0751656,46.6007953,"Rte de Pra-Riond 4","1635"
"424","La Vallée","m",6.2305712,46.6058382,"Rue de la Gare 7","1347"
"425","Lachen","mm",8.8549009,47.1917747,"Feldstrasse 6","8853"
"426","Lancy-Onex","mm",6.1100997,46.1885214,"Rue des Bossons 78-80","1213"
"427","Landquart","mm",9.561865,46.9677876,"Bahnhofstrasse 54","7302"
"428","Landquart","shell",9.5920821,46.9703193,"Prättigauerstrasse","7302"
"429","Langendorf - Ladedorf","mmm",7.5113259,47.2184063,"Fabrikstrasse 6","4513"
"430","Langenthal","mm",7.785519,47.2131308,"Wiesenstrasse 28","4900"
"431","Langnau a. A.","m",8.5376553,47.2911414,"Hintere Grundstrasse 2","8135"
"432","Langnau i.E.","mm",7.787702,46.9398058,"Schlossstrasse 1a","3550"
"433","Laufen - Birscenter","mm",7.5018211,47.419968,"Bahnhofstrasse 4","4242"
"434","Lausanne","soca",6.605965,46.517094,"Av. des Figuires 32","1007"
"435","Lausanne - Bellevaux","m",6.6333517,46.5376065,"Route Aloys-Fauquez 97","1018"
"436","Lausanne - Bergières","mm",6.618466,46.5314548,"Avenue des Bergières 50","1004"
"437","Lausanne - Chailly","mm",6.6515176,46.5273163,"Avenue de la Vallonnette 2","1012"
"438","Lausanne - Closelet","mm",6.6327124,46.5148689,"Avenue d'Ouchy 11","1006"
"439","Lausanne - Cour","m",6.6176221,46.5157505,"Avenue de Cour 36","1007"
"440","Lausanne - La Borde","m",6.6346501,46.5256689,"Rue de la Borde 3B","1018"
"441","Lausanne - La Harpe","m",6.62609,46.5124378,"Avenue de la Harpe 17","1007"
"442","Lausanne - La Maladière","shell",6.6073333,46.5170701,"Av. des Figuiers 22","1007"
"443","Lausanne - La Sallaz","m",6.6467899,46.5333108,"Route de Berne 1","1010"
"444","Lausanne - Montbenon","shell",6.6258276,46.5195069,"Chemin de Mornex 36","1003"
"445","Lausanne - Métropole","mmm",6.6269854,46.5227583,"Rue des Terreaux 25","1003"
"446","Lausanne - Ouchy","m",6.624761,46.5080922,"Avenue de Rhodanie 2","1007"
"447","Lausanne - Pontaise","m",6.6283222,46.5304639,"Avenue Jomini 11","1018"
"448","Lausanne - Saint-Paul","m",6.615942,46.5277032,"Avenue d'Echallens 63","1004"
"449","Lausanne - Sévelin","m",6.6166202,46.5216627,"Av. de Sévelin 2 Ab","1007"
"450","Lausanne - Valmont","shell",6.655375,46.5354753,"Route d'Oron 37","1010"
"451","Le Bouveret","m",6.8606288,46.3773421,"En Bellossy","1897"
"452","Le Landeron","m",7.0607499,47.0563834,"Route de Neuchâtel 40","2525"
"453","Le Lignon","m",6.0963765,46.2034469,"Place du Lignon 29 A","1219"
"454","Le Lignon","shell",6.1094413,46.2064893,"Avenue de l'Ain 5","1219"
"455","Le Locle","mm",6.7477529,47.0561079,"Rue Bournot 35","2400"
"456","Le Locle","soca",6.7606997,47.0637861,"Rue Girardet 27","2400"
"457","Lenzburg","mm",8.1768398,47.3870206,"Bachstrasse 15","5600"
"458","Lenzburg - Bahnhof","mig",8.1703375,47.3911132,"Bahnhofstrasse 50","5600"
"459","Leukerbad","m",7.6252028,46.377942,"Kantonstrasse","3954"
"460","Liestal","mm",7.7359876,47.4825911,"Kasernenstrasse 8","4410"
"461","Liestal","mig",7.731261,47.4851282,"Bahnhofplatz 11","4410"
"462","Ligornetto","pica",8.9436371,45.8646321,"Via Cantinetta","6853"
"463","Locarno","soca",8.7897896,46.1670338,"Via R.Simen 7","6600"
"464","Locarno - Mercato","mm",8.7957267,46.1656809,"Via Stefano Franscini 31","6600"
"465","Locarno - Solduno","m",8.7824201,46.1684941,"Via A. Franzoni 43","6604"
"466","Lostorf","m",7.9478151,47.3831117,"Hauptstrasse 20","4654"
"467","Lugano - Cassarate-Lago","mm",8.9624192,46.0063387,"Viale Castagnola","6900"
"468","Lugano - Città","mmm",8.9517478,46.0070314,"Via Pretorio 15","6900"
"469","Lugano - Molino Nuovo","m",8.9586482,46.0183828,"Via Monte Boglia 5","6900"
"470","Lugano - Paradiso","m",8.9457919,45.9909707,"Via Geretta","6902"
"471","Lugano - Via Trevano","pica",8.956658,46.0184296,"Via Trevano 69","6900"
"472","Lugano-Viganello","pica",8.9634004,46.0106009,"Via al Lido 11","6962"
"473","Lupfig","m",8.2085453,47.4401518,"Flachsacherstrasse 17","5242"
"474","Luzern - Allmend","m",8.3049546,47.0315989,"Zihlmattweg 46","6005"
"475","Luzern - Bahnhof","m",8.3103365,47.0501738,"Zentralstrasse 1","6003"
"476","Luzern - Bahnhof Daily","m",8.3097035,47.0497659,"Zentralstrasse 7","6003"
"477","Luzern - Bruchstrasse","m",8.2990717,47.0506538,"Bruchstrasse 18","6003"
"478","Luzern - Grossmatte","m",8.2633687,47.0494761,"Luzernerstrasse 143","6014"
"479","Luzern - Schlossberg","m",8.3078218,47.0611806,"Friedentalstrasse 6","6004"
"480","Luzern - Schweizerhof","mm",8.3096768,47.054745,"Hertensteinstrasse 9","6004"
"481","Luzern - Schönbühl","mm",8.328723,47.0371053,"Langensandstr. 23","6005"
"482","Luzern - Tribschenstrasse","m",8.3176989,47.0420658,"Tribschenstrasse 66","6005"
"483","Luzern - Waldstätter","m",8.3071716,47.0462259,"Winkelriedstrasse 58","6003"
"484","Luzern - Würzenbach","m",8.3402123,47.0544761,"Kreuzbuchstrasse 53","6006"
"485","Lyss Lyssbachpark","mm",7.3032619,47.0794603,"Steinweg 28","3250"
"486","M Boudry","m",6.8405634,46.9505063,"Avenue du Collège 37","2017"
"487","M-Express Bulle","m",7.05392,46.6192389,"Place de la Gare","1630"
"488","M-Express Fribourg Gare","m",7.1500941,46.8033304,"Rue Louis-d'Affry 2","1701"
"489","M-Express Pont-Rouge","m",6.1274789,46.1872348,"Esplanade de Pont-Rouge 2","1212"
"490","Maggia","m",8.7058678,46.2455272,"Via Cantonale","6673"
"491","Malters","m",8.1793523,47.0378576,"Weihermatte 7a/7b","6102"
"492","Manno","mgls",8.922815,46.032538,"Strada Cantonale 25","6928"
"493","Marin","mgls",7.0109105,47.0123055,"Route des Perveuils 2","2074"
"494","Marin-Centre","mmm",7.0079209,47.0116002,"Rue Fleur-de-Lys 26","2074"
"495","Marly - Centre","mm",7.1612389,46.7761541,"Route des Pralettes 1","1723"
"496","Martigny","mgls",7.0858975,46.1057968,"Rue des Avouillons 3","1920"
"497","Martigny","mig",7.078928,46.1058182,"Avenue de la gare 53","1920"
"498","Martigny - Manoir","mmm",7.0718577,46.1017023,"Rue du Manoir 1","1920"
"499","Martigny Finettes","m",7.0869748,46.1054118,"Rue des Avouillons 1","1920"
"500","Massagno - Radio","m",8.9390275,46.0097658,"Via Besso 74","6900"
"501","Matten","m",7.8681811,46.6734205,"Aegertiweg 33","3812"
"502","Matzingen","m",8.9221349,47.5268556,"Frauenfelderstrasse 95","9548"
"503","Meggen","mgls",8.3896806,47.0547158,"Gotthardstrasse 45","6045"
"504","Meilen","mm",8.6454362,47.2683937,"Rosengartenstrasse 10","8706"
"505","Meiringen","mm",8.1847964,46.7282562,"Bahnhofstrasse 1","3860"
"506","Melano","m",8.9853335,45.9194213,"Via Cantonale","6818"
"507","Melano","pica",8.9741886,45.9314831,"Via Cantonale 10","6818"
"508","Mellingen","m",8.2668681,47.4130888,"Lenzburgerstrasse 50","5507"
"509","Mels - Pizolpark","mmm",9.4313323,47.0420585,"Einkaufszentrum","8879"
"510","Mendrisio","m",8.9859445,45.8703698,"Via L. Lavizzari 2, Piazza alla Valle","6850"
"511","Mendrisio - Via Franscini","pica",8.9774245,45.8675627,"Via Franscini 2","6850"
"512","Mendrisio Sud","m",8.9713351,45.859934,"Via Campagna Adorna","6850"
"513","Mendrisio-Via Berna","pica",8.9766616,45.8660796,"Via Bernasconi 31","6850"
"514","Mendrisio-Via Zorzi","pica",8.9787787,45.8731313,"Via Zorzi 4","6850"
"515","Menziken","m",8.1865863,47.2416,"Sagiweg 8","5737"
"516","Meyrin","mm",6.0826195,46.2319199,"Avenue de Feuillasse 24","1217"
"517","Meyrin","shell",6.0783775,46.2273525,"Rte de Meyrin 248","1217"
"518","Meyrin","soca",6.0547036,46.2340918,"Rte de Meyrin 372","1217"
"519","Mies","shell",6.1671648,46.2961134,"Route Suisse 3","1295"
"520","Migrol Brig","mgls",7.9663489,46.307879,"Weidenweg 272","3902"
"521","Migrol Muttenz","mgls",7.6558199,47.5269738,"Prattelerstrasse 57","4132"
"522","Migrol Sulgen","mig",9.1887701,47.5321652,"Kradolfstrasse 56","8583"
"523","Minusio - Centro Borenco","m",8.8113912,46.1753162,"Via S.Gottardo 56","6648"
"524","Montagny","mm",6.6213952,46.7879937,"En Chamard","1442"
"525","Montagny","mgls",6.6206996,46.788334,"En Chamard 16","1442"
"526","Monte Carasso","shell",9.0014795,46.1817174,"Autostrada Sud","6513"
"527","Monthey - M Central","mmm",6.9522265,46.2535582,"Avenue de la Gare 36","1870"
"528","Montreux","mm",6.9100946,46.4324309,"Place du Marché 6","1820"
"529","Montreux","soca",6.9053644,46.4394305,"Avenue Claude Nobs 6","1820"
"530","Montreux","mig",6.9103016,46.4358712,"Avenue des Alpes 74","1820"
"531","Morbio Inferiore - Serfontana","mmm",9.0163329,45.8455024,"Viale Serfontana","6836"
"532","Morges","mm",6.4948939,46.509724,"Rue de la gare 19","1110"
"533","Morges","mgls",6.512351,46.5175234,"Route de Lausanne 73","1110"
"534","Moudon","mm",6.8005522,46.6695393,"Avenue de Préville","1510"
"535","Moutier","mm",7.3699663,47.2766759,"Rue de l'Ecluse 1","2740"
"536","Moutier","mig",7.3806655,47.2820245,"Av. de la gare","2740"
"537","Murgenthal","m",7.8289909,47.2649304,"Fahrackerstrasse 1","4853"
"538","Muri AG","mm",8.3419017,47.2720346,"Kirchfeldstrasse 8","5630"
"539","Murten/Morat","mm",7.1227066,46.9300105,"Bernstrasse 18","3280"
"540","Muttenz","soca",7.6384758,47.530439,"St.Jakobstrasse 75","4132"
"541","Muttenz - Lutzert","m",7.6333891,47.5338563,"Lutzertstrasse 40","4132"
"542","Muttenz - Rothausstrasse","mm",7.6556813,47.5263912,"Rothausstrasse 17","4132"
"543","Männedorf","m",8.6959795,47.2529296,"Alte Landstrasse 262","8708"
"544","Möhlin","m",7.8469474,47.5563791,"Hauptstrasse 91","4313"
"545","Müllheim","m",9.0003577,47.6001921,"Thurstrasse 3","8555"
"546","Münchenbuchsee - Tanne","m",7.4511193,47.0199113,"Bernstrasse 14","3053"
"547","Münchenstein","soca",7.6038428,47.5258887,"Bruderholzstrasse 43","4142"
"548","Münchenstein - Gartenstadt","mm",7.6069894,47.5215941,"Kaspar Pfeiffer-Strasse 2","4142"
"549","Münchwilen","m",8.9982661,47.4777001,"Wilerstrasse 5","9542"
"550","Münsingen","mm",7.5601405,46.8731986,"Bahnhofplatz 5","3110"
"551","Naters","m",7.9901216,46.3252623,"Kelchbachstrasse 16","3904"
"552","Netstal","soca",9.0540578,47.0621105,"Landstrasse","8754"
"553","Neuchâtel - Cadolles","m",6.9247704,46.9982008,"Rue du Plan 28","2000"
"554","Neuchâtel - Hôpital","mm",6.929815,46.991987,"Rue de l'Hôpital 12","2000"
"555","Neuchâtel - Portes-Rouges","m",6.9553682,47.0040433,"Avenue des Portes-Rouges 46","2000"
"556","Neuenhof","m",8.3275251,47.4501589,"Zürcherstrasse 113","5432"
"557","Neuhausen","m",8.6178833,47.6810724,"Wildenstrasse 8","8212"
"558","Neuhausen am Rheinfall","shell",8.6214126,47.6858485,"Schaffhauserstrasse 38","8212"
"559","Neunkirch","m",8.5045443,47.6903787,"Löhningerstrasse 4","8213"
"560","Neydens (F)","m",6.0976331,46.123435,"500, route des Envignes 74","74 160"
"561","Neyruz","m",7.0655105,46.7671371,"Place de la Gare 10","1740"
"562","Nidau","mm",7.2463285,47.1263507,"Lyssstrasse 15","2560"
"563","Nidau","soca",7.2429925,47.1196079,"Hauptstrasse 139","2560"
"564","Niederhasli","m",8.4852026,47.4798058,"Dorfstrasse 20","8155"
"565","Niederurnen","m",9.0559104,47.1284992,"Ziegelbrückstrasse 21","8867"
"566","Niederweningen","mig",8.3694621,47.5113037,"Wehntalerstrasse 71","8166"
"567","Noranco","soca",8.9291844,45.9797746,"Via Pian Scairolo 48","6915"
"568","Novazzano-Brusata1","pica",8.9643717,45.8451092,"Via Cios","6883"
"569","Novazzano-Brusata2","pica",8.9643073,45.8451093,"Via Cios","6883"
"570","Novazzano-Paese","pica",8.981303,45.8395427,"Via Marcetto","6883"
"571","Noville","m",6.9209862,46.388792,"Route du Simplon","1845"
"572","Noville","mgls",6.9204954,46.3864173,"Route du Simplon24","1845"
"573","Nussbaumen - Markthof","m",8.2925534,47.487854,"Hertensteinstrasse","5415"
"574","Nyon","soca",6.2167268,46.3824876,"Impasse de Champ-Colin 12","1260"
"575","Nyon - La Combe","mmm",6.2348109,46.3827028,"Rue de la Morâche 6","1260"
"576","Näfels","m",9.05966,47.0936714,"Oberdorf 44","8752"
"577","Oberburg","mgls",7.6326438,47.0324969,"Emmentalstrasse 166","3414"
"578","Oberengstringen","m",8.462976,47.4086394,"Im Zentrum 2","8102"
"579","Oberglatt","mig",8.5106565,47.4702272,"Kaiserstuhlstrasse 25","8154"
"580","Oberglatt","soca",8.5051151,47.4763679,"Kaiserstuhlstrasse 51","8154"
"581","Obermeilen","soca",8.652638,47.2654485,"Seestrasse 801","8706"
"582","Oberrieden","mig",8.5776055,47.2766939,"Alte Landstrasse 37","8942"
"583","Oberriet","m",9.5634422,47.3158345,"Staatsstrasse 56","9463"
"584","Oberwil","mmm",7.5546791,47.5099303,"Mühlemattstrasse 18","4104"
"585","Oensingen","m",7.718937,47.2889751,"Mühlefeldstrasse 53","4702"
"586","Oftringen","mm",7.9213265,47.3125554,"Zürichstrasse 2","4665"
"587","Oftringen","shell",7.9308863,47.3051574,"Campingweg 11","4665"
"588","Oftringen","soca",7.9359853,47.29749,"Aeussere Luzernerstrasse 17","4665"
"589","Olten - Aarburgerstr.","mgls",7.9075153,47.3452266,"Aarburgerstr. 115","4600"
"590","Olten - Hammer","mm",7.8987827,47.3499928,"Solothurnerstrasse 21","4600"
"591","Olten - Sälipark","mm",7.9097192,47.346678,"Louis Giroud-Strasse 20","4600"
"592","Olten - Tannwaldstrasse","mig",7.9086432,47.3515901,"Tannwaldstrasse 48","4600"
"593","Onex","shell",6.0977005,46.1822931,"Rte de Chancy 142","1213"
"594","Onex","soca",6.1035615,46.1846747,"Route de Chancy 113","1213"
"595","Opfikon","soca",8.5637435,47.4161074,"Hagenholzstrasse 119","8152"
"596","Opfikon - Glattpark","m",8.5579927,47.4212446,"Thurgauerstrasse 106","8152"
"597","Orbe","m",6.5313631,46.7237876,"Rue des Terreaux 22","1350"
"598","Oron-la-Ville","m",6.8257176,46.5719556,"Route de Lausanne 2","1610"
"599","Ostermundigen","mm",7.4959824,46.9569316,"Bernstrasse 114","3072"
"600","Othmarsingen","mgls",8.2195193,47.4070248,"Ahornweg 14","5504"
"601","Paudex","soca",6.6733338,46.5062795,"Route du Simplon 20","1094"
"602","Payerne","mm",6.9396282,46.8201631,"Rue du Temple 19","1530"
"603","Payerne","mig",6.9397961,46.8196551,"Rue de la Gare 14","1530"
"604","Peseux","mm",6.8895441,46.9859094,"Rue Jämes-Paris 4","2034"
"605","Pfungen","m",8.6500909,47.5172846,"Weiacherstrasse 1","8422"
"606","Pfäffikon - Seedammcenter","mm",8.7927006,47.2005836,"Gwattstrasse 11","8808"
"607","Pfäffikon ZH","mm",8.7812381,47.3686343,"Turmstrasse 9","8330"
"608","Pfäffikon ZH","mig",8.7848528,47.3669849,"Bahnhofstrasse 11","8330"
"609","Plaffeien","m",7.2910651,46.7397917,"Obere Matte 9","1716"
"610","Plan-les-Ouates","mm",6.1155683,46.167632,"Route de Saint-Julien 176","1228"
"611","Plan-les-Ouates","mgls",6.11076,46.1648588,"Route de Saint-Julien 185","1228"
"612","Ponte Cremennaga","pica",8.788448,45.9929238,"Via Cantonale 59","6996"
"613","Porrentruy","mm",7.0771359,47.4164582,"Faubourg St Germain 2","2900"
"614","Porrentruy","shell",7.0788305,47.4214043,"Rue Xavier-Stockmar 6","2900"
"615","Porte de Versoix","mm",6.1674765,46.2744374,"Chemin de l'ancien péage 1","1290"
"616","Pratteln","mm",7.6940945,47.5204545,"Burggartenstrasse 21","4133"
"617","Pratteln","mgls",7.7059835,47.5237214,"Krummeneichstrasse 39","4133"
"618","Pregassona","m",8.9672005,46.0236673,"Via alla Bozzoreda 39","6963"
"619","Prilly","m",6.6077373,46.5332121,"Route de Cossonay 9","1008"
"620","Prilly","soca",6.6027559,46.5274181,"Route de Renens 8","1008"
"621","Prilly - Malley","m",6.6028429,46.526852,"Chemin du Viaduc 1","1008"
"622","Prilly - ch. du Viaduc","shell",6.6028735,46.527401,"Ch. du Viaduc 1","1008"
"623","Prilly - rte de Cossonay","mgls",6.6011857,46.537932,"Rte de Cossonay 66","1008"
"624","Préverenges","m",6.5166645,46.5188722,"Chemin du Vuasset 2","1028"
"625","Pully","mm",6.6596672,46.5116743,"Chemin du Pré-de-la-Tour 3","1009"
"626","Rain","m",8.2496975,47.1269865,"Gääli 6","6026"
"627","Rapperswil - Sonnenhof","mm",8.8205077,47.2290317,"Zürcherstrasse 4","8640"
"628","Rapperswil - Zentrum","m",8.818166,47.2258032,"Untere Bahnhofstrasse 19","8640"
"629","Regensdorf","mgls",8.4744151,47.4374921,"Feldstrasse 6","8105"
"630","Regensdorf","soca",8.4735797,47.4380292,"Feldstrasse 10","8105"
"631","Regensdorf - Zentrum","mmm",8.4685613,47.4309422,"Zentrum 1","8105"
"632","Reiden","m",7.9715113,47.2484269,"Hauptstrasse 52","6260"
"633","Reiden","mig",7.9688168,47.2417922,"Bahnhofstrasse 12A","6260"
"634","Reinach","mgls",8.1847692,47.2591663,"Sandgasse 18","5734"
"635","Reinach - Mischeli","mm",7.5964432,47.5022541,"Niederbergstrasse 1","4153"
"636","Reinach - Zentrum","m",7.5944243,47.4926693,"Herrenweg 11","4153"
"637","Reinach AG","mm",8.1816799,47.2578265,"Sandgasse 6","5734"
"638","Reinach BL","mgls",7.5983027,47.4894532,"Kägenstrasse 1","4153"
"639","Renens","mgls",6.5852658,46.5339363,"Rue du Silo 7","1020"
"640","Renens - Florissant","m",6.5977745,46.5309348,"Avenue de Florissant 38","1020"
"641","Renens - Métropole","mm",6.580878,46.5385453,"Rue de la Mèbre 9","1020"
"642","Renens Silo","m",6.5864409,46.5329068,"Rue du Silo 11","1020"
"643","Rheineck","m",9.5886584,47.4684353,"Rhyguetstrasse 2","9424"
"644","Rheinfall","soca",8.6233955,47.692882,"Mühlenstrasse 96","8200"
"645","Rheinfelden","mm",7.7982876,47.555335,"Lindenstrasse 3","4310"
"646","Riazzino","m",8.8883659,46.1754674,"Via Cantonale 40","6595"
"647","Richterswil","m",8.7053798,47.2063902,"Schützengass 4","8805"
